county,state,county_state,income_group,shortage
Hyde County,North Carolina,"Hyde County, NC",r_gap5080,0
Hyde County,South Dakota,"Hyde County, SD",r_gap5080,0
Iberia Parish,Louisiana,"Iberia Parish, LA",r_gap5080,0
Iberville Parish,Louisiana,"Iberville Parish, LA",r_gap5080,0
Ida County,Iowa,"Ida County, IA",r_gap5080,0
Idaho County,Idaho,"Idaho County, ID",r_gap5080,0
Imperial County,California,"Imperial County, CA",r_gap5080,0
Independence County,Arkansas,"Independence County, AR",r_gap5080,0
Indian River County,Florida,"Indian River County, FL",r_gap5080,0
Indiana County,Pennsylvania,"Indiana County, PA",r_gap5080,0
Ingham County,Michigan,"Ingham County, MI",r_gap5080,0
Inyo County,California,"Inyo County, CA",r_gap5080,0
Ionia County,Michigan,"Ionia County, MI",r_gap5080,0
Iosco County,Michigan,"Iosco County, MI",r_gap5080,0
Iowa County,Iowa,"Iowa County, IA",r_gap5080,0
Iowa County,Wisconsin,"Iowa County, WI",r_gap5080,0
Iredell County,North Carolina,"Iredell County, NC",r_gap5080,0
Irion County,Texas,"Irion County, TX",r_gap5080,0
Iron County,Michigan,"Iron County, MI",r_gap5080,0
Iron County,Missouri,"Iron County, MO",r_gap5080,0
Iron County,Utah,"Iron County, UT",r_gap5080,0
Iron County,Wisconsin,"Iron County, WI",r_gap5080,0
Iroquois County,Illinois,"Iroquois County, IL",r_gap5080,0
Irwin County,Georgia,"Irwin County, GA",r_gap5080,4
Isabella County,Michigan,"Isabella County, MI",r_gap5080,0
Isanti County,Minnesota,"Isanti County, MN",r_gap5080,20
Island County,Washington,"Island County, WA",r_gap5080,35
Isle of Wight County,Virginia,"Isle of Wight County, VA",r_gap5080,0
Issaquena County,Mississippi,"Issaquena County, MS",r_gap5080,0
Itasca County,Minnesota,"Itasca County, MN",r_gap5080,0
Itawamba County,Mississippi,"Itawamba County, MS",r_gap5080,0
Izard County,Arkansas,"Izard County, AR",r_gap5080,0
Jack County,Texas,"Jack County, TX",r_gap5080,6
Jackson County,Alabama,"Jackson County, AL",r_gap5080,0
Jackson County,Arkansas,"Jackson County, AR",r_gap5080,0
Jackson County,Colorado,"Jackson County, CO",r_gap5080,0
Jackson County,Florida,"Jackson County, FL",r_gap5080,0
Jackson County,Georgia,"Jackson County, GA",r_gap5080,0
Jackson County,Iowa,"Jackson County, IA",r_gap5080,0
Jackson County,Illinois,"Jackson County, IL",r_gap5080,0
Jackson County,Indiana,"Jackson County, IN",r_gap5080,0
Jackson County,Kansas,"Jackson County, KS",r_gap5080,0
Jackson County,Kentucky,"Jackson County, KY",r_gap5080,0
Jackson County,Michigan,"Jackson County, MI",r_gap5080,0
Jackson County,Minnesota,"Jackson County, MN",r_gap5080,0
Jackson County,Missouri,"Jackson County, MO",r_gap5080,0
Jackson County,Mississippi,"Jackson County, MS",r_gap5080,0
Jackson County,North Carolina,"Jackson County, NC",r_gap5080,0
Jackson County,Ohio,"Jackson County, OH",r_gap5080,0
Jackson County,Oklahoma,"Jackson County, OK",r_gap5080,0
Jackson County,Oregon,"Jackson County, OR",r_gap5080,1340
Jackson County,South Dakota,"Jackson County, SD",r_gap5080,0
Jackson County,Tennessee,"Jackson County, TN",r_gap5080,0
Jackson County,Texas,"Jackson County, TX",r_gap5080,0
Jackson County,Wisconsin,"Jackson County, WI",r_gap5080,0
Jackson County,West Virginia,"Jackson County, WV",r_gap5080,0
Jackson Parish,Louisiana,"Jackson Parish, LA",r_gap5080,0
James City County,Virginia,"James City County, VA",r_gap5080,0
Jasper County,Georgia,"Jasper County, GA",r_gap5080,0
Jasper County,Iowa,"Jasper County, IA",r_gap5080,0
Jasper County,Illinois,"Jasper County, IL",r_gap5080,0
Jasper County,Indiana,"Jasper County, IN",r_gap5080,0
Jasper County,Missouri,"Jasper County, MO",r_gap5080,0
Jasper County,Mississippi,"Jasper County, MS",r_gap5080,0
Jasper County,South Carolina,"Jasper County, SC",r_gap5080,0
Jasper County,Texas,"Jasper County, TX",r_gap5080,0
Jay County,Indiana,"Jay County, IN",r_gap5080,0
Jeff Davis County,Georgia,"Jeff Davis County, GA",r_gap5080,0
Jeff Davis County,Texas,"Jeff Davis County, TX",r_gap5080,0
Jefferson County,Alabama,"Jefferson County, AL",r_gap5080,0
Jefferson County,Arkansas,"Jefferson County, AR",r_gap5080,0
Jefferson County,Colorado,"Jefferson County, CO",r_gap5080,1385
Jefferson County,Florida,"Jefferson County, FL",r_gap5080,0
Jefferson County,Georgia,"Jefferson County, GA",r_gap5080,0
Jefferson County,Iowa,"Jefferson County, IA",r_gap5080,0
Jefferson County,Idaho,"Jefferson County, ID",r_gap5080,0
Jefferson County,Illinois,"Jefferson County, IL",r_gap5080,0
Jefferson County,Indiana,"Jefferson County, IN",r_gap5080,0
Jefferson County,Kansas,"Jefferson County, KS",r_gap5080,0
Jefferson County,Kentucky,"Jefferson County, KY",r_gap5080,0
Jefferson County,Missouri,"Jefferson County, MO",r_gap5080,0
Jefferson County,Mississippi,"Jefferson County, MS",r_gap5080,0
Jefferson County,Montana,"Jefferson County, MT",r_gap5080,0
Jefferson County,Nebraska,"Jefferson County, NE",r_gap5080,0
Jefferson County,New York,"Jefferson County, NY",r_gap5080,0
Jefferson County,Ohio,"Jefferson County, OH",r_gap5080,0
Jefferson County,Oklahoma,"Jefferson County, OK",r_gap5080,0
Jefferson County,Oregon,"Jefferson County, OR",r_gap5080,20
Jefferson County,Pennsylvania,"Jefferson County, PA",r_gap5080,0
Jefferson County,Tennessee,"Jefferson County, TN",r_gap5080,0
Jefferson County,Texas,"Jefferson County, TX",r_gap5080,0
Jefferson County,Washington,"Jefferson County, WA",r_gap5080,0
Jefferson County,Wisconsin,"Jefferson County, WI",r_gap5080,0
Jefferson County,West Virginia,"Jefferson County, WV",r_gap5080,0
Jefferson Davis County,Mississippi,"Jefferson Davis County, MS",r_gap5080,0
Jefferson Davis Parish,Louisiana,"Jefferson Davis Parish, LA",r_gap5080,0
Jefferson Parish,Louisiana,"Jefferson Parish, LA",r_gap5080,0
Jenkins County,Georgia,"Jenkins County, GA",r_gap5080,0
Jennings County,Indiana,"Jennings County, IN",r_gap5080,0
Jerauld County,South Dakota,"Jerauld County, SD",r_gap5080,0
Jerome County,Idaho,"Jerome County, ID",r_gap5080,0
Jersey County,Illinois,"Jersey County, IL",r_gap5080,0
Jessamine County,Kentucky,"Jessamine County, KY",r_gap5080,0
Jewell County,Kansas,"Jewell County, KS",r_gap5080,0
Jim Hogg County,Texas,"Jim Hogg County, TX",r_gap5080,0
Jim Wells County,Texas,"Jim Wells County, TX",r_gap5080,0
Jo Daviess County,Illinois,"Jo Daviess County, IL",r_gap5080,0
Johnson County,Arkansas,"Johnson County, AR",r_gap5080,0
Johnson County,Georgia,"Johnson County, GA",r_gap5080,0
Johnson County,Iowa,"Johnson County, IA",r_gap5080,0
Johnson County,Illinois,"Johnson County, IL",r_gap5080,0
Johnson County,Indiana,"Johnson County, IN",r_gap5080,0
Johnson County,Kansas,"Johnson County, KS",r_gap5080,0
Johnson County,Kentucky,"Johnson County, KY",r_gap5080,0
Johnson County,Missouri,"Johnson County, MO",r_gap5080,0
Johnson County,Nebraska,"Johnson County, NE",r_gap5080,0
Johnson County,Tennessee,"Johnson County, TN",r_gap5080,0
Johnson County,Texas,"Johnson County, TX",r_gap5080,0
Johnson County,Wyoming,"Johnson County, WY",r_gap5080,0
Johnston County,North Carolina,"Johnston County, NC",r_gap5080,0
Johnston County,Oklahoma,"Johnston County, OK",r_gap5080,0
Jones County,Georgia,"Jones County, GA",r_gap5080,35
Jones County,Iowa,"Jones County, IA",r_gap5080,0
Jones County,Mississippi,"Jones County, MS",r_gap5080,0
Jones County,North Carolina,"Jones County, NC",r_gap5080,0
Jones County,South Dakota,"Jones County, SD",r_gap5080,0
Jones County,Texas,"Jones County, TX",r_gap5080,0
Josephine County,Oregon,"Josephine County, OR",r_gap5080,480
Juab County,Utah,"Juab County, UT",r_gap5080,0
Judith Basin County,Montana,"Judith Basin County, MT",r_gap5080,0
Juneau City and Borough,Alaska,"Juneau City and Borough, AK",r_gap5080,0
Juneau County,Wisconsin,"Juneau County, WI",r_gap5080,0
Juniata County,Pennsylvania,"Juniata County, PA",r_gap5080,0
Kalamazoo County,Michigan,"Kalamazoo County, MI",r_gap5080,0
Kalawao County,Hawaii,"Kalawao County, HI",r_gap5080,0
Kalkaska County,Michigan,"Kalkaska County, MI",r_gap5080,0
Kanabec County,Minnesota,"Kanabec County, MN",r_gap5080,0
Kanawha County,West Virginia,"Kanawha County, WV",r_gap5080,0
Kandiyohi County,Minnesota,"Kandiyohi County, MN",r_gap5080,0
Kane County,Illinois,"Kane County, IL",r_gap5080,0
Kane County,Utah,"Kane County, UT",r_gap5080,0
Kankakee County,Illinois,"Kankakee County, IL",r_gap5080,0
Karnes County,Texas,"Karnes County, TX",r_gap5080,0
Kauai County,Hawaii,"Kauai County, HI",r_gap5080,0
Kaufman County,Texas,"Kaufman County, TX",r_gap5080,0
Kay County,Oklahoma,"Kay County, OK",r_gap5080,0
Kearney County,Nebraska,"Kearney County, NE",r_gap5080,0
Kearny County,Kansas,"Kearny County, KS",r_gap5080,0
Keith County,Nebraska,"Keith County, NE",r_gap5080,0
Kemper County,Mississippi,"Kemper County, MS",r_gap5080,0
Kenai Peninsula Borough,Alaska,"Kenai Peninsula Borough, AK",r_gap5080,0
Kendall County,Illinois,"Kendall County, IL",r_gap5080,100
Kendall County,Texas,"Kendall County, TX",r_gap5080,0
Kenedy County,Texas,"Kenedy County, TX",r_gap5080,0
Kennebec County,Maine,"Kennebec County, ME",r_gap5080,0
Kenosha County,Wisconsin,"Kenosha County, WI",r_gap5080,0
Kent County,Delaware,"Kent County, DE",r_gap5080,225
Kent County,Maryland,"Kent County, MD",r_gap5080,0
Kent County,Michigan,"Kent County, MI",r_gap5080,0
Kent County,Rhode Island,"Kent County, RI",r_gap5080,0
Kent County,Texas,"Kent County, TX",r_gap5080,0
Kenton County,Kentucky,"Kenton County, KY",r_gap5080,0
Keokuk County,Iowa,"Keokuk County, IA",r_gap5080,0
Kern County,California,"Kern County, CA",r_gap5080,1990
Kerr County,Texas,"Kerr County, TX",r_gap5080,30
Kershaw County,South Carolina,"Kershaw County, SC",r_gap5080,0
Ketchikan Gateway Borough,Alaska,"Ketchikan Gateway Borough, AK",r_gap5080,0
Kewaunee County,Wisconsin,"Kewaunee County, WI",r_gap5080,0
Keweenaw County,Michigan,"Keweenaw County, MI",r_gap5080,0
Keya Paha County,Nebraska,"Keya Paha County, NE",r_gap5080,4
Kidder County,North Dakota,"Kidder County, ND",r_gap5080,0
Kimball County,Nebraska,"Kimball County, NE",r_gap5080,0
Kimble County,Texas,"Kimble County, TX",r_gap5080,0
King and Queen County,Virginia,"King and Queen County, VA",r_gap5080,15
King County,Texas,"King County, TX",r_gap5080,0
King County,Washington,"King County, WA",r_gap5080,7645
King George County,Virginia,"King George County, VA",r_gap5080,0
King William County,Virginia,"King William County, VA",r_gap5080,0
Kingfisher County,Oklahoma,"Kingfisher County, OK",r_gap5080,0
Kingman County,Kansas,"Kingman County, KS",r_gap5080,0
Kings County,California,"Kings County, CA",r_gap5080,710
Kings County,New York,"Kings County, NY",r_gap5080,7460
Kingsbury County,South Dakota,"Kingsbury County, SD",r_gap5080,0
Kinney County,Texas,"Kinney County, TX",r_gap5080,0
Kiowa County,Colorado,"Kiowa County, CO",r_gap5080,0
Kiowa County,Kansas,"Kiowa County, KS",r_gap5080,0
Kiowa County,Oklahoma,"Kiowa County, OK",r_gap5080,0
Kit Carson County,Colorado,"Kit Carson County, CO",r_gap5080,0
Kitsap County,Washington,"Kitsap County, WA",r_gap5080,0
Kittitas County,Washington,"Kittitas County, WA",r_gap5080,0
Kittson County,Minnesota,"Kittson County, MN",r_gap5080,0
Klamath County,Oregon,"Klamath County, OR",r_gap5080,0
Kleberg County,Texas,"Kleberg County, TX",r_gap5080,0
Klickitat County,Washington,"Klickitat County, WA",r_gap5080,0
Knott County,Kentucky,"Knott County, KY",r_gap5080,0
Knox County,Illinois,"Knox County, IL",r_gap5080,0
Knox County,Indiana,"Knox County, IN",r_gap5080,0
Knox County,Kentucky,"Knox County, KY",r_gap5080,0
Knox County,Maine,"Knox County, ME",r_gap5080,0
Knox County,Missouri,"Knox County, MO",r_gap5080,0
Knox County,Nebraska,"Knox County, NE",r_gap5080,0
Knox County,Ohio,"Knox County, OH",r_gap5080,0
Knox County,Tennessee,"Knox County, TN",r_gap5080,0
Knox County,Texas,"Knox County, TX",r_gap5080,0
Kodiak Island Borough,Alaska,"Kodiak Island Borough, AK",r_gap5080,47
Koochiching County,Minnesota,"Koochiching County, MN",r_gap5080,0
Kootenai County,Idaho,"Kootenai County, ID",r_gap5080,0
Kosciusko County,Indiana,"Kosciusko County, IN",r_gap5080,0
Kossuth County,Iowa,"Kossuth County, IA",r_gap5080,0
Kusilvak Census Area,Alaska,"Kusilvak Census Area, AK",r_gap5080,0
La Crosse County,Wisconsin,"La Crosse County, WI",r_gap5080,0
La Paz County,Arizona,"La Paz County, AZ",r_gap5080,0
La Plata County,Colorado,"La Plata County, CO",r_gap5080,0
La Salle County,Texas,"La Salle County, TX",r_gap5080,0
Labette County,Kansas,"Labette County, KS",r_gap5080,0
Lac qui Parle County,Minnesota,"Lac qui Parle County, MN",r_gap5080,0
Lackawanna County,Pennsylvania,"Lackawanna County, PA",r_gap5080,0
Laclede County,Missouri,"Laclede County, MO",r_gap5080,0
Lafayette County,Arkansas,"Lafayette County, AR",r_gap5080,0
Lafayette County,Florida,"Lafayette County, FL",r_gap5080,0
Lafayette County,Missouri,"Lafayette County, MO",r_gap5080,0
Lafayette County,Mississippi,"Lafayette County, MS",r_gap5080,0
Lafayette County,Wisconsin,"Lafayette County, WI",r_gap5080,0
Lafayette Parish,Louisiana,"Lafayette Parish, LA",r_gap5080,0
Lafourche Parish,Louisiana,"Lafourche Parish, LA",r_gap5080,0
LaGrange County,Indiana,"LaGrange County, IN",r_gap5080,0
Lake and Peninsula Borough,Alaska,"Lake and Peninsula Borough, AK",r_gap5080,0
Lake County,California,"Lake County, CA",r_gap5080,185
Lake County,Colorado,"Lake County, CO",r_gap5080,0
Lake County,Florida,"Lake County, FL",r_gap5080,370
Lake County,Illinois,"Lake County, IL",r_gap5080,0
Lake County,Indiana,"Lake County, IN",r_gap5080,0
Lake County,Michigan,"Lake County, MI",r_gap5080,0
Lake County,Minnesota,"Lake County, MN",r_gap5080,0
Lake County,Montana,"Lake County, MT",r_gap5080,0
Lake County,Ohio,"Lake County, OH",r_gap5080,0
Lake County,Oregon,"Lake County, OR",r_gap5080,0
Lake County,South Dakota,"Lake County, SD",r_gap5080,0
Lake County,Tennessee,"Lake County, TN",r_gap5080,0
Lake of the Woods County,Minnesota,"Lake of the Woods County, MN",r_gap5080,0
Lamar County,Alabama,"Lamar County, AL",r_gap5080,0
Lamar County,Georgia,"Lamar County, GA",r_gap5080,0
Lamar County,Mississippi,"Lamar County, MS",r_gap5080,0
Lamar County,Texas,"Lamar County, TX",r_gap5080,0
Lamb County,Texas,"Lamb County, TX",r_gap5080,10
Lamoille County,Vermont,"Lamoille County, VT",r_gap5080,21
LaMoure County,North Dakota,"LaMoure County, ND",r_gap5080,10
Lampasas County,Texas,"Lampasas County, TX",r_gap5080,0
Lancaster County,Nebraska,"Lancaster County, NE",r_gap5080,0
Lancaster County,Pennsylvania,"Lancaster County, PA",r_gap5080,0
Lancaster County,South Carolina,"Lancaster County, SC",r_gap5080,0
Lancaster County,Virginia,"Lancaster County, VA",r_gap5080,0
Lander County,Nevada,"Lander County, NV",r_gap5080,0
Lane County,Kansas,"Lane County, KS",r_gap5080,0
Lane County,Oregon,"Lane County, OR",r_gap5080,1960
Langlade County,Wisconsin,"Langlade County, WI",r_gap5080,0
Lanier County,Georgia,"Lanier County, GA",r_gap5080,0
Lapeer County,Michigan,"Lapeer County, MI",r_gap5080,0
LaPorte County,Indiana,"LaPorte County, IN",r_gap5080,0
Laramie County,Wyoming,"Laramie County, WY",r_gap5080,0
Larimer County,Colorado,"Larimer County, CO",r_gap5080,440
Larue County,Kentucky,"Larue County, KY",r_gap5080,0
Las Animas County,Colorado,"Las Animas County, CO",r_gap5080,0
LaSalle County,Illinois,"LaSalle County, IL",r_gap5080,0
LaSalle Parish,Louisiana,"LaSalle Parish, LA",r_gap5080,0
Lassen County,California,"Lassen County, CA",r_gap5080,0
Latah County,Idaho,"Latah County, ID",r_gap5080,0
Latimer County,Oklahoma,"Latimer County, OK",r_gap5080,0
Lauderdale County,Alabama,"Lauderdale County, AL",r_gap5080,0
Lauderdale County,Mississippi,"Lauderdale County, MS",r_gap5080,0
Lauderdale County,Tennessee,"Lauderdale County, TN",r_gap5080,0
Laurel County,Kentucky,"Laurel County, KY",r_gap5080,0
Laurens County,Georgia,"Laurens County, GA",r_gap5080,0
Laurens County,South Carolina,"Laurens County, SC",r_gap5080,10
Lavaca County,Texas,"Lavaca County, TX",r_gap5080,0
Lawrence County,Alabama,"Lawrence County, AL",r_gap5080,0
Lawrence County,Arkansas,"Lawrence County, AR",r_gap5080,0
Lawrence County,Illinois,"Lawrence County, IL",r_gap5080,0
Lawrence County,Indiana,"Lawrence County, IN",r_gap5080,0
Lawrence County,Kentucky,"Lawrence County, KY",r_gap5080,0
Lawrence County,Missouri,"Lawrence County, MO",r_gap5080,0
Lawrence County,Mississippi,"Lawrence County, MS",r_gap5080,0
Lawrence County,Ohio,"Lawrence County, OH",r_gap5080,0
Lawrence County,Pennsylvania,"Lawrence County, PA",r_gap5080,0
Lawrence County,South Dakota,"Lawrence County, SD",r_gap5080,0
Lawrence County,Tennessee,"Lawrence County, TN",r_gap5080,0
Le Flore County,Oklahoma,"Le Flore County, OK",r_gap5080,0
Le Sueur County,Minnesota,"Le Sueur County, MN",r_gap5080,0
Lea County,New Mexico,"Lea County, NM",r_gap5080,0
Leake County,Mississippi,"Leake County, MS",r_gap5080,0
Leavenworth County,Kansas,"Leavenworth County, KS",r_gap5080,0
Lebanon County,Pennsylvania,"Lebanon County, PA",r_gap5080,0
Lee County,Alabama,"Lee County, AL",r_gap5080,0
Lee County,Arkansas,"Lee County, AR",r_gap5080,0
Lee County,Florida,"Lee County, FL",r_gap5080,0
Lee County,Georgia,"Lee County, GA",r_gap5080,10
Lee County,Iowa,"Lee County, IA",r_gap5080,0
Lee County,Illinois,"Lee County, IL",r_gap5080,0
Lee County,Kentucky,"Lee County, KY",r_gap5080,0
Lee County,Mississippi,"Lee County, MS",r_gap5080,0
Lee County,North Carolina,"Lee County, NC",r_gap5080,0
Lee County,South Carolina,"Lee County, SC",r_gap5080,0
Lee County,Texas,"Lee County, TX",r_gap5080,0
Lee County,Virginia,"Lee County, VA",r_gap5080,0
Leelanau County,Michigan,"Leelanau County, MI",r_gap5080,0
Leflore County,Mississippi,"Leflore County, MS",r_gap5080,0
Lehigh County,Pennsylvania,"Lehigh County, PA",r_gap5080,0
Lemhi County,Idaho,"Lemhi County, ID",r_gap5080,0
Lenawee County,Michigan,"Lenawee County, MI",r_gap5080,0
Lenoir County,North Carolina,"Lenoir County, NC",r_gap5080,0
Leon County,Florida,"Leon County, FL",r_gap5080,0
Leon County,Texas,"Leon County, TX",r_gap5080,0
Leslie County,Kentucky,"Leslie County, KY",r_gap5080,0
Letcher County,Kentucky,"Letcher County, KY",r_gap5080,0
Levy County,Florida,"Levy County, FL",r_gap5080,0
Lewis and Clark County,Montana,"Lewis and Clark County, MT",r_gap5080,0
Lewis County,Idaho,"Lewis County, ID",r_gap5080,0
Lewis County,Kentucky,"Lewis County, KY",r_gap5080,0
Lewis County,Missouri,"Lewis County, MO",r_gap5080,0
Lewis County,New York,"Lewis County, NY",r_gap5080,0
Lewis County,Tennessee,"Lewis County, TN",r_gap5080,10
Lewis County,Washington,"Lewis County, WA",r_gap5080,0
Lewis County,West Virginia,"Lewis County, WV",r_gap5080,0
Lexington city,Virginia,"Lexington city, VA",r_gap5080,0
Lexington County,South Carolina,"Lexington County, SC",r_gap5080,0
Liberty County,Florida,"Liberty County, FL",r_gap5080,0
Liberty County,Georgia,"Liberty County, GA",r_gap5080,420
Liberty County,Montana,"Liberty County, MT",r_gap5080,0
Liberty County,Texas,"Liberty County, TX",r_gap5080,0
Licking County,Ohio,"Licking County, OH",r_gap5080,0
Limestone County,Alabama,"Limestone County, AL",r_gap5080,0
