county,state,county_state,income_group,shortage
Penobscot County,Maine,"Penobscot County, ME",r_gap3050,1310
Peoria County,Illinois,"Peoria County, IL",r_gap3050,0
Pepin County,Wisconsin,"Pepin County, WI",r_gap3050,0
Perkins County,Nebraska,"Perkins County, NE",r_gap3050,0
Perkins County,South Dakota,"Perkins County, SD",r_gap3050,4
Perquimans County,North Carolina,"Perquimans County, NC",r_gap3050,280
Perry County,Alabama,"Perry County, AL",r_gap3050,25
Perry County,Arkansas,"Perry County, AR",r_gap3050,0
Perry County,Illinois,"Perry County, IL",r_gap3050,0
Perry County,Indiana,"Perry County, IN",r_gap3050,0
Perry County,Kentucky,"Perry County, KY",r_gap3050,19
Perry County,Missouri,"Perry County, MO",r_gap3050,0
Perry County,Mississippi,"Perry County, MS",r_gap3050,0
Perry County,Ohio,"Perry County, OH",r_gap3050,140
Perry County,Pennsylvania,"Perry County, PA",r_gap3050,0
Perry County,Tennessee,"Perry County, TN",r_gap3050,0
Pershing County,Nevada,"Pershing County, NV",r_gap3050,0
Person County,North Carolina,"Person County, NC",r_gap3050,270
Petersburg city,Virginia,"Petersburg city, VA",r_gap3050,195
Petroleum County,Montana,"Petroleum County, MT",r_gap3050,0
Pettis County,Missouri,"Pettis County, MO",r_gap3050,280
Phelps County,Missouri,"Phelps County, MO",r_gap3050,270
Phelps County,Nebraska,"Phelps County, NE",r_gap3050,0
Philadelphia County,Pennsylvania,"Philadelphia County, PA",r_gap3050,12035
Phillips County,Arkansas,"Phillips County, AR",r_gap3050,234
Phillips County,Colorado,"Phillips County, CO",r_gap3050,10
Phillips County,Kansas,"Phillips County, KS",r_gap3050,25
Phillips County,Montana,"Phillips County, MT",r_gap3050,0
Piatt County,Illinois,"Piatt County, IL",r_gap3050,0
Pickaway County,Ohio,"Pickaway County, OH",r_gap3050,0
Pickens County,Alabama,"Pickens County, AL",r_gap3050,35
Pickens County,Georgia,"Pickens County, GA",r_gap3050,40
Pickens County,South Carolina,"Pickens County, SC",r_gap3050,360
Pickett County,Tennessee,"Pickett County, TN",r_gap3050,0
Pierce County,Georgia,"Pierce County, GA",r_gap3050,289
Pierce County,North Dakota,"Pierce County, ND",r_gap3050,25
Pierce County,Nebraska,"Pierce County, NE",r_gap3050,0
Pierce County,Washington,"Pierce County, WA",r_gap3050,11925
Pierce County,Wisconsin,"Pierce County, WI",r_gap3050,15
Pike County,Alabama,"Pike County, AL",r_gap3050,0
Pike County,Arkansas,"Pike County, AR",r_gap3050,25
Pike County,Georgia,"Pike County, GA",r_gap3050,30
Pike County,Illinois,"Pike County, IL",r_gap3050,0
Pike County,Indiana,"Pike County, IN",r_gap3050,15
Pike County,Kentucky,"Pike County, KY",r_gap3050,295
Pike County,Missouri,"Pike County, MO",r_gap3050,0
Pike County,Mississippi,"Pike County, MS",r_gap3050,110
Pike County,Ohio,"Pike County, OH",r_gap3050,0
Pike County,Pennsylvania,"Pike County, PA",r_gap3050,435
Pima County,Arizona,"Pima County, AZ",r_gap3050,12845
Pinal County,Arizona,"Pinal County, AZ",r_gap3050,1145
Pine County,Minnesota,"Pine County, MN",r_gap3050,65
Pinellas County,Florida,"Pinellas County, FL",r_gap3050,15505
Pipestone County,Minnesota,"Pipestone County, MN",r_gap3050,0
Piscataquis County,Maine,"Piscataquis County, ME",r_gap3050,115
Pitkin County,Colorado,"Pitkin County, CO",r_gap3050,0
Pitt County,North Carolina,"Pitt County, NC",r_gap3050,2475
Pittsburg County,Oklahoma,"Pittsburg County, OK",r_gap3050,190
Pittsylvania County,Virginia,"Pittsylvania County, VA",r_gap3050,204
Piute County,Utah,"Piute County, UT",r_gap3050,0
Placer County,California,"Placer County, CA",r_gap3050,3275
Plaquemines Parish,Louisiana,"Plaquemines Parish, LA",r_gap3050,145
Platte County,Missouri,"Platte County, MO",r_gap3050,420
Platte County,Nebraska,"Platte County, NE",r_gap3050,165
Platte County,Wyoming,"Platte County, WY",r_gap3050,0
Pleasants County,West Virginia,"Pleasants County, WV",r_gap3050,25
Plumas County,California,"Plumas County, CA",r_gap3050,215
Plymouth County,Iowa,"Plymouth County, IA",r_gap3050,0
Plymouth County,Massachusetts,"Plymouth County, MA",r_gap3050,4485
Pocahontas County,Iowa,"Pocahontas County, IA",r_gap3050,11
Pocahontas County,West Virginia,"Pocahontas County, WV",r_gap3050,0
Poinsett County,Arkansas,"Poinsett County, AR",r_gap3050,260
Pointe Coupee Parish,Louisiana,"Pointe Coupee Parish, LA",r_gap3050,0
Polk County,Arkansas,"Polk County, AR",r_gap3050,90
Polk County,Florida,"Polk County, FL",r_gap3050,5940
Polk County,Georgia,"Polk County, GA",r_gap3050,510
Polk County,Iowa,"Polk County, IA",r_gap3050,1975
Polk County,Minnesota,"Polk County, MN",r_gap3050,0
Polk County,Missouri,"Polk County, MO",r_gap3050,281
Polk County,North Carolina,"Polk County, NC",r_gap3050,130
Polk County,Nebraska,"Polk County, NE",r_gap3050,0
Polk County,Oregon,"Polk County, OR",r_gap3050,921
Polk County,Tennessee,"Polk County, TN",r_gap3050,65
Polk County,Texas,"Polk County, TX",r_gap3050,160
Polk County,Wisconsin,"Polk County, WI",r_gap3050,155
Pondera County,Montana,"Pondera County, MT",r_gap3050,0
Pontotoc County,Mississippi,"Pontotoc County, MS",r_gap3050,75
Pontotoc County,Oklahoma,"Pontotoc County, OK",r_gap3050,0
Pope County,Arkansas,"Pope County, AR",r_gap3050,115
Pope County,Illinois,"Pope County, IL",r_gap3050,20
Pope County,Minnesota,"Pope County, MN",r_gap3050,71
Poquoson city,Virginia,"Poquoson city, VA",r_gap3050,115
Portage County,Ohio,"Portage County, OH",r_gap3050,930
Portage County,Wisconsin,"Portage County, WI",r_gap3050,0
Porter County,Indiana,"Porter County, IN",r_gap3050,1370
Portsmouth city,Virginia,"Portsmouth city, VA",r_gap3050,1460
Posey County,Indiana,"Posey County, IN",r_gap3050,0
Pottawatomie County,Kansas,"Pottawatomie County, KS",r_gap3050,70
Pottawatomie County,Oklahoma,"Pottawatomie County, OK",r_gap3050,470
Pottawattamie County,Iowa,"Pottawattamie County, IA",r_gap3050,100
Potter County,Pennsylvania,"Potter County, PA",r_gap3050,55
Potter County,South Dakota,"Potter County, SD",r_gap3050,0
Potter County,Texas,"Potter County, TX",r_gap3050,725
Powder River County,Montana,"Powder River County, MT",r_gap3050,0
Powell County,Kentucky,"Powell County, KY",r_gap3050,95
Powell County,Montana,"Powell County, MT",r_gap3050,0
Power County,Idaho,"Power County, ID",r_gap3050,15
Poweshiek County,Iowa,"Poweshiek County, IA",r_gap3050,101
Powhatan County,Virginia,"Powhatan County, VA",r_gap3050,30
Prairie County,Arkansas,"Prairie County, AR",r_gap3050,5
Prairie County,Montana,"Prairie County, MT",r_gap3050,0
Pratt County,Kansas,"Pratt County, KS",r_gap3050,0
Preble County,Ohio,"Preble County, OH",r_gap3050,110
Prentiss County,Mississippi,"Prentiss County, MS",r_gap3050,119
Presidio County,Texas,"Presidio County, TX",r_gap3050,0
Presque Isle County,Michigan,"Presque Isle County, MI",r_gap3050,12
Preston County,West Virginia,"Preston County, WV",r_gap3050,0
Price County,Wisconsin,"Price County, WI",r_gap3050,0
Prince Edward County,Virginia,"Prince Edward County, VA",r_gap3050,165
Prince George County,Virginia,"Prince George County, VA",r_gap3050,250
Prince George's County,Maryland,"Prince George's County, MD",r_gap3050,11535
Prince of Wales-Hyder Census Area,Alaska,"Prince of Wales-Hyder Census Area, AK",r_gap3050,0
Prince William County,Virginia,"Prince William County, VA",r_gap3050,3870
Providence County,Rhode Island,"Providence County, RI",r_gap3050,6220
Prowers County,Colorado,"Prowers County, CO",r_gap3050,0
Pueblo County,Colorado,"Pueblo County, CO",r_gap3050,1385
Pulaski County,Arkansas,"Pulaski County, AR",r_gap3050,215
Pulaski County,Georgia,"Pulaski County, GA",r_gap3050,30
Pulaski County,Illinois,"Pulaski County, IL",r_gap3050,0
Pulaski County,Indiana,"Pulaski County, IN",r_gap3050,0
Pulaski County,Kentucky,"Pulaski County, KY",r_gap3050,165
Pulaski County,Missouri,"Pulaski County, MO",r_gap3050,105
Pulaski County,Virginia,"Pulaski County, VA",r_gap3050,31
Pushmataha County,Oklahoma,"Pushmataha County, OK",r_gap3050,0
Putnam County,Florida,"Putnam County, FL",r_gap3050,755
Putnam County,Georgia,"Putnam County, GA",r_gap3050,0
Putnam County,Illinois,"Putnam County, IL",r_gap3050,4
Putnam County,Indiana,"Putnam County, IN",r_gap3050,85
Putnam County,Missouri,"Putnam County, MO",r_gap3050,4
Putnam County,New York,"Putnam County, NY",r_gap3050,790
Putnam County,Ohio,"Putnam County, OH",r_gap3050,15
Putnam County,Tennessee,"Putnam County, TN",r_gap3050,840
Putnam County,West Virginia,"Putnam County, WV",r_gap3050,0
Quay County,New Mexico,"Quay County, NM",r_gap3050,35
Queen Anne's County,Maryland,"Queen Anne's County, MD",r_gap3050,120
Queens County,New York,"Queens County, NY",r_gap3050,56145
Quitman County,Georgia,"Quitman County, GA",r_gap3050,0
Quitman County,Mississippi,"Quitman County, MS",r_gap3050,0
Rabun County,Georgia,"Rabun County, GA",r_gap3050,0
Racine County,Wisconsin,"Racine County, WI",r_gap3050,1090
Radford city,Virginia,"Radford city, VA",r_gap3050,5
Rains County,Texas,"Rains County, TX",r_gap3050,19
Raleigh County,West Virginia,"Raleigh County, WV",r_gap3050,180
Ralls County,Missouri,"Ralls County, MO",r_gap3050,0
Ramsey County,Minnesota,"Ramsey County, MN",r_gap3050,3685
Ramsey County,North Dakota,"Ramsey County, ND",r_gap3050,0
Randall County,Texas,"Randall County, TX",r_gap3050,570
Randolph County,Alabama,"Randolph County, AL",r_gap3050,0
Randolph County,Arkansas,"Randolph County, AR",r_gap3050,135
Randolph County,Georgia,"Randolph County, GA",r_gap3050,39
Randolph County,Illinois,"Randolph County, IL",r_gap3050,0
Randolph County,Indiana,"Randolph County, IN",r_gap3050,0
Randolph County,Missouri,"Randolph County, MO",r_gap3050,45
Randolph County,North Carolina,"Randolph County, NC",r_gap3050,430
Randolph County,West Virginia,"Randolph County, WV",r_gap3050,25
Rankin County,Mississippi,"Rankin County, MS",r_gap3050,905
Ransom County,North Dakota,"Ransom County, ND",r_gap3050,0
Rapides Parish,Louisiana,"Rapides Parish, LA",r_gap3050,1230
Rappahannock County,Virginia,"Rappahannock County, VA",r_gap3050,110
Ravalli County,Montana,"Ravalli County, MT",r_gap3050,345
Rawlins County,Kansas,"Rawlins County, KS",r_gap3050,0
Ray County,Missouri,"Ray County, MO",r_gap3050,0
Reagan County,Texas,"Reagan County, TX",r_gap3050,30
Real County,Texas,"Real County, TX",r_gap3050,0
Red Lake County,Minnesota,"Red Lake County, MN",r_gap3050,0
Red River County,Texas,"Red River County, TX",r_gap3050,15
Red River Parish,Louisiana,"Red River Parish, LA",r_gap3050,0
Red Willow County,Nebraska,"Red Willow County, NE",r_gap3050,0
Redwood County,Minnesota,"Redwood County, MN",r_gap3050,0
Reeves County,Texas,"Reeves County, TX",r_gap3050,45
Refugio County,Texas,"Refugio County, TX",r_gap3050,70
Reno County,Kansas,"Reno County, KS",r_gap3050,0
Rensselaer County,New York,"Rensselaer County, NY",r_gap3050,855
Renville County,Minnesota,"Renville County, MN",r_gap3050,0
Renville County,North Dakota,"Renville County, ND",r_gap3050,0
Republic County,Kansas,"Republic County, KS",r_gap3050,15
Reynolds County,Missouri,"Reynolds County, MO",r_gap3050,31
Rhea County,Tennessee,"Rhea County, TN",r_gap3050,190
Rice County,Kansas,"Rice County, KS",r_gap3050,1
Rice County,Minnesota,"Rice County, MN",r_gap3050,205
Rich County,Utah,"Rich County, UT",r_gap3050,0
Richardson County,Nebraska,"Richardson County, NE",r_gap3050,0
Richland County,Illinois,"Richland County, IL",r_gap3050,4
Richland County,Montana,"Richland County, MT",r_gap3050,35
Richland County,North Dakota,"Richland County, ND",r_gap3050,0
Richland County,Ohio,"Richland County, OH",r_gap3050,400
Richland County,South Carolina,"Richland County, SC",r_gap3050,3260
Richland County,Wisconsin,"Richland County, WI",r_gap3050,0
Richland Parish,Louisiana,"Richland Parish, LA",r_gap3050,141
Richmond city,Virginia,"Richmond city, VA",r_gap3050,3485
Richmond County,Georgia,"Richmond County, GA",r_gap3050,2530
Richmond County,North Carolina,"Richmond County, NC",r_gap3050,415
Richmond County,New York,"Richmond County, NY",r_gap3050,3400
Richmond County,Virginia,"Richmond County, VA",r_gap3050,59
Riley County,Kansas,"Riley County, KS",r_gap3050,915
Ringgold County,Iowa,"Ringgold County, IA",r_gap3050,4
Rio Arriba County,New Mexico,"Rio Arriba County, NM",r_gap3050,65
Rio Blanco County,Colorado,"Rio Blanco County, CO",r_gap3050,0
Rio Grande County,Colorado,"Rio Grande County, CO",r_gap3050,0
Ripley County,Indiana,"Ripley County, IN",r_gap3050,0
Ripley County,Missouri,"Ripley County, MO",r_gap3050,102
Ritchie County,West Virginia,"Ritchie County, WV",r_gap3050,30
Riverside County,California,"Riverside County, CA",r_gap3050,29860
Roane County,Tennessee,"Roane County, TN",r_gap3050,0
Roane County,West Virginia,"Roane County, WV",r_gap3050,39
Roanoke city,Virginia,"Roanoke city, VA",r_gap3050,625
Roanoke County,Virginia,"Roanoke County, VA",r_gap3050,425
Roberts County,South Dakota,"Roberts County, SD",r_gap3050,0
Roberts County,Texas,"Roberts County, TX",r_gap3050,4
Robertson County,Kentucky,"Robertson County, KY",r_gap3050,15
Robertson County,Tennessee,"Robertson County, TN",r_gap3050,385
Robertson County,Texas,"Robertson County, TX",r_gap3050,0
Robeson County,North Carolina,"Robeson County, NC",r_gap3050,345
Rock County,Minnesota,"Rock County, MN",r_gap3050,0
Rock County,Nebraska,"Rock County, NE",r_gap3050,0
Rock County,Wisconsin,"Rock County, WI",r_gap3050,1120
Rock Island County,Illinois,"Rock Island County, IL",r_gap3050,0
Rockbridge County,Virginia,"Rockbridge County, VA",r_gap3050,115
Rockcastle County,Kentucky,"Rockcastle County, KY",r_gap3050,90
Rockdale County,Georgia,"Rockdale County, GA",r_gap3050,185
Rockingham County,North Carolina,"Rockingham County, NC",r_gap3050,115
Rockingham County,New Hampshire,"Rockingham County, NH",r_gap3050,2635
Rockingham County,Virginia,"Rockingham County, VA",r_gap3050,355
Rockland County,New York,"Rockland County, NY",r_gap3050,3430
Rockwall County,Texas,"Rockwall County, TX",r_gap3050,410
Roger Mills County,Oklahoma,"Roger Mills County, OK",r_gap3050,15
Rogers County,Oklahoma,"Rogers County, OK",r_gap3050,345
Rolette County,North Dakota,"Rolette County, ND",r_gap3050,0
Rooks County,Kansas,"Rooks County, KS",r_gap3050,0
Roosevelt County,Montana,"Roosevelt County, MT",r_gap3050,0
Roosevelt County,New Mexico,"Roosevelt County, NM",r_gap3050,100
Roscommon County,Michigan,"Roscommon County, MI",r_gap3050,75
Roseau County,Minnesota,"Roseau County, MN",r_gap3050,10
Rosebud County,Montana,"Rosebud County, MT",r_gap3050,0
Ross County,Ohio,"Ross County, OH",r_gap3050,645
Routt County,Colorado,"Routt County, CO",r_gap3050,240
Rowan County,Kentucky,"Rowan County, KY",r_gap3050,0
Rowan County,North Carolina,"Rowan County, NC",r_gap3050,740
Runnels County,Texas,"Runnels County, TX",r_gap3050,9
Rush County,Indiana,"Rush County, IN",r_gap3050,0
Rush County,Kansas,"Rush County, KS",r_gap3050,11
Rusk County,Texas,"Rusk County, TX",r_gap3050,300
Rusk County,Wisconsin,"Rusk County, WI",r_gap3050,0
Russell County,Alabama,"Russell County, AL",r_gap3050,260
Russell County,Kansas,"Russell County, KS",r_gap3050,0
Russell County,Kentucky,"Russell County, KY",r_gap3050,0
Russell County,Virginia,"Russell County, VA",r_gap3050,0
Rutherford County,North Carolina,"Rutherford County, NC",r_gap3050,35
Rutherford County,Tennessee,"Rutherford County, TN",r_gap3050,2155
Rutland County,Vermont,"Rutland County, VT",r_gap3050,730
Sabine County,Texas,"Sabine County, TX",r_gap3050,30
Sabine Parish,Louisiana,"Sabine Parish, LA",r_gap3050,5
Sac County,Iowa,"Sac County, IA",r_gap3050,0
Sacramento County,California,"Sacramento County, CA",r_gap3050,24710
Sagadahoc County,Maine,"Sagadahoc County, ME",r_gap3050,189
Saginaw County,Michigan,"Saginaw County, MI",r_gap3050,1030
Saguache County,Colorado,"Saguache County, CO",r_gap3050,0
Salem city,Virginia,"Salem city, VA",r_gap3050,65
Salem County,New Jersey,"Salem County, NJ",r_gap3050,490
Saline County,Arkansas,"Saline County, AR",r_gap3050,350
Saline County,Illinois,"Saline County, IL",r_gap3050,20
Saline County,Kansas,"Saline County, KS",r_gap3050,395
Saline County,Missouri,"Saline County, MO",r_gap3050,195
Saline County,Nebraska,"Saline County, NE",r_gap3050,145
Salt Lake County,Utah,"Salt Lake County, UT",r_gap3050,11345
Saluda County,South Carolina,"Saluda County, SC",r_gap3050,0
Sampson County,North Carolina,"Sampson County, NC",r_gap3050,605
San Augustine County,Texas,"San Augustine County, TX",r_gap3050,0
San Benito County,California,"San Benito County, CA",r_gap3050,830
San Bernardino County,California,"San Bernardino County, CA",r_gap3050,32115
San Diego County,California,"San Diego County, CA",r_gap3050,68615
San Francisco County,California,"San Francisco County, CA",r_gap3050,10765
San Jacinto County,Texas,"San Jacinto County, TX",r_gap3050,141
San Joaquin County,California,"San Joaquin County, CA",r_gap3050,13295
San Juan County,Colorado,"San Juan County, CO",r_gap3050,0
San Juan County,New Mexico,"San Juan County, NM",r_gap3050,515
San Juan County,Utah,"San Juan County, UT",r_gap3050,0
San Juan County,Washington,"San Juan County, WA",r_gap3050,110
San Luis Obispo County,California,"San Luis Obispo County, CA",r_gap3050,4165
San Mateo County,California,"San Mateo County, CA",r_gap3050,11620
San Miguel County,Colorado,"San Miguel County, CO",r_gap3050,121
San Miguel County,New Mexico,"San Miguel County, NM",r_gap3050,65
San Patricio County,Texas,"San Patricio County, TX",r_gap3050,385
San Saba County,Texas,"San Saba County, TX",r_gap3050,0
Sanborn County,South Dakota,"Sanborn County, SD",r_gap3050,10
Sanders County,Montana,"Sanders County, MT",r_gap3050,64
Sandoval County,New Mexico,"Sandoval County, NM",r_gap3050,820
Sandusky County,Ohio,"Sandusky County, OH",r_gap3050,0
Sangamon County,Illinois,"Sangamon County, IL",r_gap3050,965
Sanilac County,Michigan,"Sanilac County, MI",r_gap3050,69
Sanpete County,Utah,"Sanpete County, UT",r_gap3050,25
Santa Barbara County,California,"Santa Barbara County, CA",r_gap3050,7985
Santa Clara County,California,"Santa Clara County, CA",r_gap3050,25890
Santa Cruz County,Arizona,"Santa Cruz County, AZ",r_gap3050,340
Santa Cruz County,California,"Santa Cruz County, CA",r_gap3050,4885
Santa Fe County,New Mexico,"Santa Fe County, NM",r_gap3050,1495
Santa Rosa County,Florida,"Santa Rosa County, FL",r_gap3050,630
Sarasota County,Florida,"Sarasota County, FL",r_gap3050,4390
Saratoga County,New York,"Saratoga County, NY",r_gap3050,1555
Sargent County,North Dakota,"Sargent County, ND",r_gap3050,0
Sarpy County,Nebraska,"Sarpy County, NE",r_gap3050,890
Sauk County,Wisconsin,"Sauk County, WI",r_gap3050,415
Saunders County,Nebraska,"Saunders County, NE",r_gap3050,41
Sawyer County,Wisconsin,"Sawyer County, WI",r_gap3050,60
Schenectady County,New York,"Schenectady County, NY",r_gap3050,110
Schleicher County,Texas,"Schleicher County, TX",r_gap3050,0
Schley County,Georgia,"Schley County, GA",r_gap3050,10
Schoharie County,New York,"Schoharie County, NY",r_gap3050,81
Schoolcraft County,Michigan,"Schoolcraft County, MI",r_gap3050,47
Schuyler County,Illinois,"Schuyler County, IL",r_gap3050,0
Schuyler County,Missouri,"Schuyler County, MO",r_gap3050,0
Schuyler County,New York,"Schuyler County, NY",r_gap3050,0
Schuylkill County,Pennsylvania,"Schuylkill County, PA",r_gap3050,525
Scioto County,Ohio,"Scioto County, OH",r_gap3050,0
Scotland County,Missouri,"Scotland County, MO",r_gap3050,0
Scotland County,North Carolina,"Scotland County, NC",r_gap3050,220
Scott County,Arkansas,"Scott County, AR",r_gap3050,0
Scott County,Iowa,"Scott County, IA",r_gap3050,0
Scott County,Illinois,"Scott County, IL",r_gap3050,0
Scott County,Indiana,"Scott County, IN",r_gap3050,30
Scott County,Kansas,"Scott County, KS",r_gap3050,0
Scott County,Kentucky,"Scott County, KY",r_gap3050,210
Scott County,Minnesota,"Scott County, MN",r_gap3050,500
Scott County,Missouri,"Scott County, MO",r_gap3050,30
Scott County,Mississippi,"Scott County, MS",r_gap3050,101
Scott County,Tennessee,"Scott County, TN",r_gap3050,35
Scott County,Virginia,"Scott County, VA",r_gap3050,0
Scotts Bluff County,Nebraska,"Scotts Bluff County, NE",r_gap3050,125
Screven County,Georgia,"Screven County, GA",r_gap3050,0
Scurry County,Texas,"Scurry County, TX",r_gap3050,0
Searcy County,Arkansas,"Searcy County, AR",r_gap3050,0
Sebastian County,Arkansas,"Sebastian County, AR",r_gap3050,1285
Sedgwick County,Colorado,"Sedgwick County, CO",r_gap3050,0
Sedgwick County,Kansas,"Sedgwick County, KS",r_gap3050,630
Seminole County,Florida,"Seminole County, FL",r_gap3050,5660
Seminole County,Georgia,"Seminole County, GA",r_gap3050,95
Seminole County,Oklahoma,"Seminole County, OK",r_gap3050,0
Seneca County,New York,"Seneca County, NY",r_gap3050,285
Seneca County,Ohio,"Seneca County, OH",r_gap3050,0
Sequatchie County,Tennessee,"Sequatchie County, TN",r_gap3050,5
Sequoyah County,Oklahoma,"Sequoyah County, OK",r_gap3050,0
Sevier County,Arkansas,"Sevier County, AR",r_gap3050,44
Sevier County,Tennessee,"Sevier County, TN",r_gap3050,660
Sevier County,Utah,"Sevier County, UT",r_gap3050,0
Seward County,Kansas,"Seward County, KS",r_gap3050,30
Seward County,Nebraska,"Seward County, NE",r_gap3050,10
Shackelford County,Texas,"Shackelford County, TX",r_gap3050,0
Shannon County,Missouri,"Shannon County, MO",r_gap3050,20
Sharkey County,Mississippi,"Sharkey County, MS",r_gap3050,65
Sharp County,Arkansas,"Sharp County, AR",r_gap3050,0
Shasta County,California,"Shasta County, CA",r_gap3050,2975
Shawano County,Wisconsin,"Shawano County, WI",r_gap3050,55
Shawnee County,Kansas,"Shawnee County, KS",r_gap3050,0
Sheboygan County,Wisconsin,"Sheboygan County, WI",r_gap3050,355
Shelby County,Alabama,"Shelby County, AL",r_gap3050,655
Shelby County,Iowa,"Shelby County, IA",r_gap3050,22
Shelby County,Illinois,"Shelby County, IL",r_gap3050,0
Shelby County,Indiana,"Shelby County, IN",r_gap3050,100
Shelby County,Kentucky,"Shelby County, KY",r_gap3050,175
Shelby County,Missouri,"Shelby County, MO",r_gap3050,4
Shelby County,Ohio,"Shelby County, OH",r_gap3050,0
Shelby County,Tennessee,"Shelby County, TN",r_gap3050,11200
Shelby County,Texas,"Shelby County, TX",r_gap3050,25
Shenandoah County,Virginia,"Shenandoah County, VA",r_gap3050,440
Sherburne County,Minnesota,"Sherburne County, MN",r_gap3050,220
Sheridan County,Kansas,"Sheridan County, KS",r_gap3050,15
Sheridan County,Montana,"Sheridan County, MT",r_gap3050,0
Sheridan County,North Dakota,"Sheridan County, ND",r_gap3050,0
Sheridan County,Nebraska,"Sheridan County, NE",r_gap3050,0
Sheridan County,Wyoming,"Sheridan County, WY",r_gap3050,50
Sherman County,Kansas,"Sherman County, KS",r_gap3050,75
Sherman County,Nebraska,"Sherman County, NE",r_gap3050,0
Sherman County,Oregon,"Sherman County, OR",r_gap3050,30
Sherman County,Texas,"Sherman County, TX",r_gap3050,10
Shiawassee County,Michigan,"Shiawassee County, MI",r_gap3050,265
Shoshone County,Idaho,"Shoshone County, ID",r_gap3050,30
Sibley County,Minnesota,"Sibley County, MN",r_gap3050,10
Sierra County,California,"Sierra County, CA",r_gap3050,15
Sierra County,New Mexico,"Sierra County, NM",r_gap3050,0
Silver Bow County,Montana,"Silver Bow County, MT",r_gap3050,190
Simpson County,Kentucky,"Simpson County, KY",r_gap3050,80
Simpson County,Mississippi,"Simpson County, MS",r_gap3050,60
Sioux County,Iowa,"Sioux County, IA",r_gap3050,0
Sioux County,North Dakota,"Sioux County, ND",r_gap3050,0
Sioux County,Nebraska,"Sioux County, NE",r_gap3050,0
Siskiyou County,California,"Siskiyou County, CA",r_gap3050,715
Sitka City and Borough,Alaska,"Sitka City and Borough, AK",r_gap3050,65
Skagit County,Washington,"Skagit County, WA",r_gap3050,1715
Skagway Municipality,Alaska,"Skagway Municipality, AK",r_gap3050,6
Skamania County,Washington,"Skamania County, WA",r_gap3050,30
Slope County,North Dakota,"Slope County, ND",r_gap3050,0
Smith County,Kansas,"Smith County, KS",r_gap3050,0
Smith County,Mississippi,"Smith County, MS",r_gap3050,55
Smith County,Tennessee,"Smith County, TN",r_gap3050,0
Smith County,Texas,"Smith County, TX",r_gap3050,2090
Smyth County,Virginia,"Smyth County, VA",r_gap3050,0
Snohomish County,Washington,"Snohomish County, WA",r_gap3050,7225
Snyder County,Pennsylvania,"Snyder County, PA",r_gap3050,195
Socorro County,New Mexico,"Socorro County, NM",r_gap3050,0
Solano County,California,"Solano County, CA",r_gap3050,6560
Somerset County,Maryland,"Somerset County, MD",r_gap3050,275
Somerset County,Maine,"Somerset County, ME",r_gap3050,315
Somerset County,New Jersey,"Somerset County, NJ",r_gap3050,2450
Somerset County,Pennsylvania,"Somerset County, PA",r_gap3050,0
Somervell County,Texas,"Somervell County, TX",r_gap3050,125
Sonoma County,California,"Sonoma County, CA",r_gap3050,7760
Southampton County,Virginia,"Southampton County, VA",r_gap3050,15
Southeast Fairbanks Census Area,Alaska,"Southeast Fairbanks Census Area, AK",r_gap3050,9
Spalding County,Georgia,"Spalding County, GA",r_gap3050,210
Spartanburg County,South Carolina,"Spartanburg County, SC",r_gap3050,2760
Spencer County,Indiana,"Spencer County, IN",r_gap3050,0
Spencer County,Kentucky,"Spencer County, KY",r_gap3050,59
Spink County,South Dakota,"Spink County, SD",r_gap3050,0
Spokane County,Washington,"Spokane County, WA",r_gap3050,6190
Spotsylvania County,Virginia,"Spotsylvania County, VA",r_gap3050,300
St. Bernard Parish,Louisiana,"St. Bernard Parish, LA",r_gap3050,350
St. Charles County,Missouri,"St. Charles County, MO",r_gap3050,1450
St. Charles Parish,Louisiana,"St. Charles Parish, LA",r_gap3050,230
St. Clair County,Alabama,"St. Clair County, AL",r_gap3050,0
St. Clair County,Illinois,"St. Clair County, IL",r_gap3050,170
St. Clair County,Michigan,"St. Clair County, MI",r_gap3050,600
St. Clair County,Missouri,"St. Clair County, MO",r_gap3050,0
St. Croix County,Wisconsin,"St. Croix County, WI",r_gap3050,180
St. Francis County,Arkansas,"St. Francis County, AR",r_gap3050,25
St. Francois County,Missouri,"St. Francois County, MO",r_gap3050,125
St. Helena Parish,Louisiana,"St. Helena Parish, LA",r_gap3050,0
St. James Parish,Louisiana,"St. James Parish, LA",r_gap3050,10
St. John the Baptist Parish,Louisiana,"St. John the Baptist Parish, LA",r_gap3050,190
St. Johns County,Florida,"St. Johns County, FL",r_gap3050,1935
St. Joseph County,Indiana,"St. Joseph County, IN",r_gap3050,390
St. Joseph County,Michigan,"St. Joseph County, MI",r_gap3050,195
St. Landry Parish,Louisiana,"St. Landry Parish, LA",r_gap3050,330
St. Lawrence County,New York,"St. Lawrence County, NY",r_gap3050,465
St. Louis city,Missouri,"St. Louis city, MO",r_gap3050,1255
St. Louis County,Minnesota,"St. Louis County, MN",r_gap3050,1520
St. Louis County,Missouri,"St. Louis County, MO",r_gap3050,5230
St. Lucie County,Florida,"St. Lucie County, FL",r_gap3050,3830
St. Martin Parish,Louisiana,"St. Martin Parish, LA",r_gap3050,0
St. Mary Parish,Louisiana,"St. Mary Parish, LA",r_gap3050,30
